공항명,항공기 제조사 모델,충격 정도,비행날짜,항공사,출발지(주),비행의 단계,야생동물 크기,야생동물 종,시간대,기타 비용,수리 비용,총 비용,지시 속도(노트)
NEWARK LIBERTY INTL ARPT,A-320,,2000-10-01,AMERICA WEST AIRLINES,뉴저지,진입,크다,알 수 없는 새 - 큼,밤,0,0,0,140
NEW ORLEANS INTL,B-757-200,,2000-10-01,DELTA AIR LINES,루이지애나,이륙,중간,알 수 없는 새 - 중간,새벽,0,0,0,80
PHILADELPHIA INTL,B-727,,2000-10-01,AMERICAN AIRLINES,펜실베니아,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,250
PHOENIX SKY HARBOR,B-737-300,,2000-10-01,AMERICA WEST AIRLINES,아리조나,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,
LOUISVILLE INTL ARPT,B-747-1/200,,2000-10-01,UPS AIRLINES,켄터키,진입,작다,알 수 없는 새 - 작음,황혼,0,0,0,141
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,소소한,2000-10-01,US AIRWAYS*,노스 캐롤라이나,하강,작다,알 수 없는 새 - 작음,밤,0,0,0,250
WASHINGTON DULLES INTL ARPT,B-767-200,,2000-10-01,AMERICAN AIRLINES,워싱턴 DC,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,132
PORTLAND INTL (OR),B-737-300,,2000-10-02,SOUTHWEST AIRLINES,오리건,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,190
HOUSTON-HOBBY,MD-80,,2000-10-02,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
LIHUE ARPT,B-737-200,,2000-10-02,ALOHA AIRLINES,하와이,착륙,작다,검은가슴물떼새,낮,0,0,0,
CHICAGO O'HARE INTL ARPT,FOKKER F100,,2000-10-02,AMERICAN AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,180
BALTIMORE WASH INTL,B-757-200,,2000-10-02,AMERICA WEST AIRLINES,메릴랜드,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,
BALTIMORE WASH INTL,B-737-200,,2000-10-02,US AIRWAYS*,메릴랜드,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,140
SEATTLE-TACOMA INTL,DC-10,,2000-10-03,FEDEX EXPRESS,워싱턴,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,200
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,,2000-10-03,ATLANTIC COAST AIRLINES,워싱턴 DC,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,139
LIHUE ARPT,DC-9-50,,2000-10-03,HAWAIIAN AIR,하와이,이륙,작다,검은가슴물떼새,낮,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,B-757-200,,2000-10-04,NORTHWEST AIRLINES,미시간,이륙,중간,북미갈매기,낮,0,0,0,70
LAMBERT-ST LOUIS INTL,A-310,소소한,2000-10-04,FEDEX EXPRESS,미주리,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
NASHVILLE INTL,CITATION II,,2000-10-04,BUSINESS,테네시,진입,작다,흰점찌르레기,낮,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-10-04,AMERICAN EAGLE AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,150
KANSAS CITY INTL,B-727,,2000-10-04,AMERICAN AIRLINES,미주리,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-10-05,AMERICAN EAGLE AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,120
RONALD REAGAN WASHINGTON NATL,B-737-400,,2000-10-05,US AIRWAYS*,워싱턴 DC,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,190
CHICAGO O'HARE INTL ARPT,FOKKER F100,,2000-10-05,AMERICAN AIRLINES,일리노이,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,
MEMPHIS INTL,B-737-800,,2000-10-06,DELTA AIR LINES,테네시,진입,크다,알 수 없는 새 - 큼,밤,0,0,0,230
DALLAS/FORT WORTH INTL ARPT,SAAB-340,소소한,2000-10-06,AMERICAN EAGLE AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,새벽,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,2000-10-06,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,143
DALLAS/FORT WORTH INTL ARPT,MD-82,,2000-10-06,AMERICAN AIRLINES,텍사스,착륙,중간,붉은꼬리매,낮,0,0,0,
WASHINGTON DULLES INTL ARPT,B-757-200,,2000-10-06,UNITED AIRLINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,210
MEMPHIS INTL,A-300,,2000-10-06,FEDEX EXPRESS,테네시,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,165
MEMPHIS INTL,A-300,,2000-10-06,FEDEX EXPRESS,테네시,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,170
NASHVILLE INTL,CL-RJ100/200,,2000-10-06,AIR CANADA,테네시,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,200
LOS ANGELES INTL,MD-83,,2000-10-06,AMERICAN AIRLINES,켈리포니아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,220
DALLAS/FORT WORTH INTL ARPT,B-757-200,,2000-10-06,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,180
WASHINGTON DULLES INTL ARPT,B-727-200,,2000-10-06,UNITED AIRLINES,워싱턴 DC,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,140
ATLANTA INTL,B-757-200,,2000-10-07,DELTA AIR LINES,조지아,하강,크다,알 수 없는 새 - 큼,낮,0,0,0,180
INDIANAPOLIS INTL,B-727-200,,2000-10-07,FEDEX EXPRESS,인디아나,진입,중간,알 수 없는 새 - 중간,새벽,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-83,,2000-10-07,AMERICAN AIRLINES,일리노이,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,160
FORT LAUDERDALE/HOLLYWOOD INTL,MD-80,,2000-10-07,US AIRWAYS*,플로리다,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,275
DALLAS/FORT WORTH INTL ARPT,SAAB-340,소소한,2000-10-07,AMERICAN EAGLE AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,160
MEMPHIS INTL,A-300,,2000-10-07,FEDEX EXPRESS,테네시,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
LOS ANGELES INTL,MD-80,,2000-10-07,AMERICAN AIRLINES,켈리포니아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,230
LIHUE ARPT,B-737-200,,2000-10-07,ALOHA AIRLINES,하와이,진입,작다,검은가슴물떼새,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-90-30,,2000-10-07,DELTA AIR LINES,텍사스,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,140
LOGAN INTL,B-757-200,,2000-10-07,DELTA AIR LINES,메사추세츠,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,130
MEMPHIS INTL,A-300,,2000-10-07,FEDEX EXPRESS,테네시,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,160
NASHVILLE INTL,B-737-700,,2000-10-08,SOUTHWEST AIRLINES,테네시,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,150
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,,2000-10-08,ATLANTIC COAST AIRLINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,170
NEWARK LIBERTY INTL ARPT,EMB-145,,2000-10-08,EXPRESSJET (CONTINENTAL EXPRS),뉴저지,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,131
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-10-08,AMERICAN EAGLE AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,180
LOS ANGELES INTL,B-737-300,,2000-10-08,UNITED AIRLINES,켈리포니아,착륙,작다,제비,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,2000-10-08,AMERICAN AIRLINES,텍사스,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,100
DETROIT METRO WAYNE COUNTY ARPT,CL-RJ100/200,,2000-10-09,COMAIR AIRLINES,미시간,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-10-09,AMERICAN EAGLE AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,200
TETERBORO AIRPORT,LEARJET-55,엄청난,2000-10-10,BUSINESS,뉴저지,진입,크다,캐나다 거위,황혼,0,53455,53455,130
RONALD REAGAN WASHINGTON NATL,MD-80,,2000-10-10,AMERICAN AIRLINES,워싱턴 DC,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,130
LOS ANGELES INTL,MD-88,,2000-10-10,AMERICAN AIRLINES,켈리포니아,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
NEWARK LIBERTY INTL ARPT,B-727,,2000-10-10,FEDEX EXPRESS,뉴저지,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,180
JOHN F KENNEDY INTL,MD-82,소소한,2000-10-11,AMERICAN AIRLINES,뉴욕,진입,크다,알 수 없는 새 - 큼,낮,0,0,0,210
LOUISVILLE INTL ARPT,DC-8,,2000-10-11,UPS AIRLINES,켄터키,착륙,중간,알 수 없는 새 - 중간,밤,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-10-11,AMERICAN EAGLE AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,130
PHILADELPHIA INTL,B-727-200,,2000-10-11,DELTA AIR LINES,펜실베니아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,180
WASHINGTON DULLES INTL ARPT,B-737-300,,2000-10-12,UNITED AIRLINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,220
BARKSDALE AIR FORCE BASE ARPT,B-52H,,2000-10-12,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,황혼,0,0,0,150
JOHN F KENNEDY INTL,B-767-200,,2000-10-12,UNITED AIRLINES,뉴욕,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
NASHVILLE INTL,B-757-200,,2000-10-12,DELTA AIR LINES,테네시,이륙,작다,알 수 없는 새 - 작음,새벽,0,0,0,140
SACRAMENTO INTL,DA-50 FALCON,소소한,2000-10-13,BUSINESS,켈리포니아,진입,크다,알 수 없는 새 - 큼,밤,2673,334092,336765,170
NEWARK LIBERTY INTL ARPT,B-727-200,,2000-10-13,FEDEX EXPRESS,뉴저지,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,154
PORT COLUMBUS INTL,DC-9-30,,2000-10-13,US AIRWAYS*,오하이오,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,160
MINNEAPOLIS-ST PAUL INTL,DC-10,,2000-10-14,NORTHWEST AIRLINES,미네소타,착륙,크다,알 수 없는 새 - 큼,낮,0,0,0,160
MINNEAPOLIS-ST PAUL INTL,B-727-200,,2000-10-14,DELTA AIR LINES,미네소타,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,145
WASHINGTON DULLES INTL ARPT,B-737,,2000-10-14,DELTA AIR LINES,워싱턴 DC,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,250
ORLANDO INTL,B-757-200,,2000-10-14,AMERICA WEST AIRLINES,플로리다,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,170
FORT LAUDERDALE/HOLLYWOOD INTL,B-767-400,소소한,2000-10-15,DELTA AIR LINES,플로리다,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,150
KANSAS CITY INTL,MD-82,,2000-10-15,US AIRWAYS*,미주리,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,160
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,,2000-10-15,ATLANTIC COAST AIRLINES,워싱턴 DC,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,250
CHICAGO O'HARE INTL ARPT,EMB-145,,2000-10-15,AMERICAN EAGLE AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,새벽,0,0,0,135
METRO OAKLAND INTL,B-737-500,,2000-10-15,SOUTHWEST AIRLINES,켈리포니아,상승,작다,우는비둘기,낮,0,0,0,160
PHILADELPHIA INTL,MD-80,,2000-10-15,AMERICAN AIRLINES,펜실베니아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,210
WILL ROGERS WORLD ARPT,B-727-200,중간,2000-10-16,DELTA AIR LINES,오클라호마,상승,크다,튀르키예 독수리,낮,0,0,0,250
NEWARK LIBERTY INTL ARPT,B-737-300,,2000-10-16,CONTINENTAL AIRLINES,뉴저지,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
PHILADELPHIA INTL,A-320,,2000-10-16,US AIRWAYS*,펜실베니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,130
LOUISVILLE INTL ARPT,DA-10 FALCON,,2000-10-16,BUSINESS,켄터키,진입,작다,흰점찌르레기,낮,0,0,0,130
LOGAN INTL,SAAB-340,,2000-10-16,AMERICAN EAGLE AIRLINES,메사추세츠,이륙,작다,비둘기,낮,0,0,0,
CLEVELAND-HOPKINS INTL ARPT,B-737-800,,2000-10-16,CONTINENTAL AIRLINES,오하이오,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,160
MEMPHIS INTL,B-727,,2000-10-16,FEDEX EXPRESS,테네시,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,130
METRO OAKLAND INTL,C-206 STATIO,엄청난,2000-10-17,GOVERNMENT,켈리포니아,진입,크다,튀르키예 독수리,낮,0,20046,20046,70
PHILADELPHIA INTL,DC-9,,2000-10-17,US AIRWAYS*,펜실베니아,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,200
MEMPHIS INTL,B-737-200,,2000-10-17,DELTA AIR LINES,테네시,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,130
PHOENIX SKY HARBOR,B-737-300,,2000-10-17,AMERICA WEST AIRLINES,아리조나,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,
AUSTIN-BERGSTROM INTL,MD-82,,2000-10-17,AMERICAN AIRLINES,텍사스,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,100
MEMPHIS INTL,DC-9-40,,2000-10-17,NORTHWEST AIRLINES,테네시,진입,작다,흰점찌르레기,밤,0,0,0,150
AUSTIN-BERGSTROM INTL,MD-80,,2000-10-17,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,210
NEWARK LIBERTY INTL ARPT,A-320,,2000-10-18,UNITED AIRLINES,뉴저지,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,180
MEMPHIS INTL,A-300,,2000-10-18,FEDEX EXPRESS,테네시,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
MEMPHIS INTL,EMB-135,,2000-10-18,CONTINENTAL AIRLINES,테네시,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,140
LOUISVILLE INTL ARPT,B-737,,2000-10-18,US AIRWAYS*,켄터키,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,150
CHARLESTON AFB/INTL ARPT,C-17A,,2000-10-19,MILITARY,사우스 캐롤라이나,진입,중간,알 수 없는 새/박쥐,황혼,0,0,0,200
CHARLESTON AFB/INTL ARPT,C-17A,,2000-10-19,MILITARY,사우스 캐롤라이나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,230
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,,2000-10-19,US AIRWAYS*,노스 캐롤라이나,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,135
BALTIMORE WASH INTL,B-737-200,,2000-10-19,SOUTHWEST AIRLINES,메릴랜드,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,220
LIHUE ARPT,B-737-200,,2000-10-19,ALOHA AIRLINES,하와이,착륙,작다,검은가슴물떼새,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,2000-10-19,AMERICAN AIRLINES,텍사스,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-80,,2000-10-19,AMERICAN AIRLINES,텍사스,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,90
PHOENIX SKY HARBOR,B-737-300,,2000-10-19,AMERICA WEST AIRLINES,아리조나,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,
LOGAN INTL,A-320,엄청난,2000-10-20,US AIRWAYS*,메사추세츠,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,140
DENVER INTL AIRPORT,BE-1900,,2000-10-20,GREAT LAKES AIRLINES,콜로라도,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,2000-10-20,AMERICAN AIRLINES,텍사스,착륙,작다,우는비둘기,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-10-20,AMERICAN EAGLE AIRLINES,텍사스,착륙,작다,들종다리,낮,0,0,0,
MINNEAPOLIS-ST PAUL INTL,B-757-200,,2000-10-20,NORTHWEST AIRLINES,미네소타,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,
MINNEAPOLIS-ST PAUL INTL,SAAB-340,,2000-10-20,MESABA AIRLINES,미네소타,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,160
JOHN F KENNEDY INTL,SAAB-340,,2000-10-20,AMERICAN EAGLE AIRLINES,뉴욕,하강,작다,알 수 없는 새 - 작음,밤,0,0,0,210
WASHINGTON DULLES INTL ARPT,B-757-200,,2000-10-21,UNITED AIRLINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
EPPLEY AIRFIELD,B-727-200,,2000-10-21,FEDEX EXPRESS,네브래스카,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
WASHINGTON DULLES INTL ARPT,B-727-200,,2000-10-21,UNITED AIRLINES,워싱턴 DC,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,150
WILL ROGERS WORLD ARPT,B-737-300,,2000-10-22,SOUTHWEST AIRLINES,오클라호마,진입,크다,알 수 없는 새 - 큼,밤,0,0,0,135
WASHINGTON DULLES INTL ARPT,B-737-800,,2000-10-22,DELTA AIR LINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
LAMBERT-ST LOUIS INTL,MD-82,,2000-10-22,TRANS WORLD AIRLINES,미주리,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,130
CHARLESTON AFB/INTL ARPT,C-17A,,2000-10-23,MILITARY,사우스 캐롤라이나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,220
SACRAMENTO INTL,B-737-400,,2000-10-23,ALASKA AIRLINES,켈리포니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,250
JOHN F KENNEDY INTL,SAAB-340,,2000-10-23,AMERICAN EAGLE AIRLINES,뉴욕,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,115
CHARLOTTE/DOUGLAS INTL ARPT,A-319,,2000-10-23,US AIRWAYS*,노스 캐롤라이나,이륙,작다,알 수 없는 새 - 작음,황혼,0,0,0,100
PORT COLUMBUS INTL,A-320,,2000-10-23,AMERICA WEST AIRLINES,오하이오,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,190
BALTIMORE WASH INTL,B-737-200,,2000-10-24,US AIRWAYS*,메릴랜드,하강,중간,알 수 없는 새 - 중간,낮,0,0,0,230
ORLANDO INTL,B-737-200,,2000-10-24,DELTA AIR LINES,플로리다,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
ATLANTA INTL,B-737-200,,2000-10-24,US AIRWAYS*,조지아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,200
JOHN F KENNEDY INTL,A-300,,2000-10-25,ASTAR AIR CARGO,뉴욕,이륙,중간,재갈매기,낮,0,0,0,160
ORLANDO INTL,B-737-200,,2000-10-25,DELTA AIR LINES,플로리다,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
NEWARK LIBERTY INTL ARPT,A-300,,2000-10-26,FEDEX EXPRESS,뉴저지,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
ATLANTA INTL,B-717-200,,2000-10-26,AIRTRAN AIRWAYS,조지아,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,230
WASHINGTON DULLES INTL ARPT,A-319,,2000-10-26,UNITED AIRLINES,워싱턴 DC,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,
NEW ORLEANS INTL,B-737-300,,2000-10-26,SOUTHWEST AIRLINES,루이지애나,하강,작다,알 수 없는 새 - 작음,밤,0,0,0,250
CHICAGO O'HARE INTL ARPT,MD-80,,2000-10-27,AMERICAN AIRLINES,일리노이,상승,중간,알 수 없는 새 - 중간,황혼,0,0,0,200
MEMPHIS INTL,DC-10-10,,2000-10-27,FEDEX EXPRESS,테네시,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,160
GREATER PITTSBURGH,FOKKER F100,,2000-10-27,US AIRWAYS*,펜실베니아,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
ATLANTA INTL,B-757-200,,2000-10-27,DELTA AIR LINES,조지아,진입,작다,알 수 없는 새 - 작음,황혼,0,0,0,130
KANSAS CITY INTL,B-737,,2000-10-27,DELTA AIR LINES,미주리,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,135
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,,2000-10-27,US AIRWAYS*,노스 캐롤라이나,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,250
LOUISVILLE INTL ARPT,DC-8,,2000-10-28,UPS AIRLINES,켄터키,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,130
MEMPHIS INTL,DC-10,,2000-10-28,FEDEX EXPRESS,테네시,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
GREATER PITTSBURGH,FOKKER F100,,2000-10-28,US AIRWAYS*,펜실베니아,이륙,중간,알 수 없는 새 - 중간,밤,0,0,0,110
LAGUARDIA NY,A-320,소소한,2000-10-28,US AIRWAYS*,뉴욕,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,
PORTLAND INTL (OR),MD-80,,2000-10-29,AMERICAN AIRLINES,오리건,하강,크다,알 수 없는 새 - 큼,밤,134,0,134,250
GEORGE BUSH INTERCONTINENTAL,B-737-400,,2000-10-29,US AIRWAYS*,텍사스,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,120
RONALD REAGAN WASHINGTON NATL,B-727-200,,2000-10-29,DELTA AIR LINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,120
LAGUARDIA NY,MD-88,,2000-10-29,DELTA AIR LINES,뉴욕,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,210
CHICAGO O'HARE INTL ARPT,FOKKER F100,,2000-10-29,AMERICAN AIRLINES,일리노이,진입,작다,비둘기,낮,0,0,0,138
ATLANTA INTL,B-767-300,,2000-10-29,DELTA AIR LINES,조지아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,
NEWARK LIBERTY INTL ARPT,B-737-300,소소한,2000-10-30,US AIRWAYS*,뉴저지,진입,크다,알 수 없는 새 - 큼,밤,0,0,0,190
ORLANDO INTL,B-757-200,,2000-10-30,AMERICA WEST AIRLINES,플로리다,진입,중간,알 수 없는 새 - 중간,새벽,0,0,0,170
WASHINGTON DULLES INTL ARPT,B-737,,2000-10-30,US AIRWAYS*,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,170
MEMPHIS INTL,B-727,,2000-10-30,DELTA AIR LINES,테네시,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,150
PORTLAND INTL (OR),B-737-300,,2000-10-30,AMERICA WEST AIRLINES,오리건,하강,작다,알 수 없는 새 - 작음,밤,0,0,0,
MINETA SAN JOSE INTL,A-320,,2000-10-31,NORTHWEST AIRLINES,켈리포니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-10-31,AMERICAN EAGLE AIRLINES,텍사스,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,115
CHARLESTON AFB/INTL ARPT,C-17A,,2000-10-31,MILITARY,사우스 캐롤라이나,진입,작다,미국울새,밤,0,0,0,230
SEATTLE-TACOMA INTL,DHC8 DASH 8,,2000-11-01,HORIZON AIR,워싱턴,진입,중간,미국까마귀,밤,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,,2000-11-01,MILITARY,사우스 캐롤라이나,상승,중간,알 수 없는 새/박쥐,밤,0,0,0,200
LOS ANGELES INTL,A-320,,2000-11-01,AMERICA WEST AIRLINES,켈리포니아,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,160
LAGUARDIA NY,B-737-300,,2000-11-01,US AIRWAYS*,뉴욕,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,B-757-200,,2000-11-01,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,200
PHILADELPHIA INTL,A-319,,2000-11-01,US AIRWAYS*,펜실베니아,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,250
WILL ROGERS WORLD ARPT,B-737-300,,2000-11-01,SOUTHWEST AIRLINES,오클라호마,하강,작다,알 수 없는 새 - 작음,밤,0,0,0,250
CLEVELAND-HOPKINS INTL ARPT,EMB-145,,2000-11-02,EXPRESSJET (CONTINENTAL EXPRS),오하이오,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,190
NASHVILLE INTL,B-737-300,,2000-11-02,SOUTHWEST AIRLINES,테네시,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,220
NASHVILLE INTL,B-737-300,소소한,2000-11-03,SOUTHWEST AIRLINES,테네시,진입,크다,알 수 없는 새 - 큼,밤,0,0,0,240
SAN FRANCISCO INTL ARPT,B-767-300,,2000-11-03,UNITED AIRLINES,켈리포니아,진입,크다,알 수 없는 새 - 큼,밤,0,0,0,
MINNEAPOLIS-ST PAUL INTL,B-757-200,,2000-11-03,NORTHWEST AIRLINES,미네소타,진입,크다,알 수 없는 새 - 큼,밤,0,0,0,180
LAGUARDIA NY,B-737-200,엄청난,2000-11-03,US AIRWAYS*,뉴욕,상승,중간,재갈매기,낮,0,0,0,
LAMBERT-ST LOUIS INTL,B-737-200,,2000-11-03,SOUTHWEST AIRLINES,미주리,진입,작다,알 수 없는 새 - 작음,황혼,0,0,0,220
LAGUARDIA NY,MD-80,,2000-11-04,AMERICAN AIRLINES,뉴욕,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,190
MEMPHIS INTL,FOKKER F100,,2000-11-04,AMERICAN AIRLINES,테네시,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
LOGAN INTL,DC-8-61,,2000-11-04,ABX AIR,메사추세츠,착륙,중간,알 수 없는 새 - 중간,밤,0,0,0,
JOHN F KENNEDY INTL,SAAB-340,소소한,2000-11-04,AMERICAN EAGLE AIRLINES,뉴욕,진입,작다,흰점찌르레기,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-737-300,,2000-11-05,US AIRWAYS*,텍사스,하강,중간,알 수 없는 새 - 중간,낮,0,0,0,150
SACRAMENTO INTL,EMB-120,소소한,2000-11-05,SKYWEST AIRLINES,켈리포니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,170
