US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Creative Type,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
95149435,122071435,,45000000,Aug 11 2004,G,115,Contemporary Fiction,,5.3,12439
108244774,165334774,,30000000,Aug 03 2001,G,115,Contemporary Fiction,46,5.9,23486
41263140,62967368,,50000000,Sep 26 1997,R,123,Contemporary Fiction,45,5.8,21524
48417850,95255485,,100000000,Dec 25 2003,PG,113,Fantasy,76,7.1,16894
121972,121972,,20000000,Apr 25 2003,R,,,,5.5,6305
828,828,,6600000,May 21 2010,R,,,,6.2,808
15515460,20613298,3994342,14000000,Aug 07 2009,R,,Contemporary Fiction,60,6.5,16324
7061128,7271305,18090044,3000000,Apr 07 2006,PG-13,,Contemporary Fiction,23,2.2,6343
563711,563711,,4000000,Feb 28 2003,R,,Contemporary Fiction,,6.8,5233
51225796,158225796,,55000000,Dec 22 2004,PG-13,143,Historical Fiction,33,7.2,42832
46566212,97837138,,11000000,Apr 04 2003,R,81,Contemporary Fiction,71,7.2,68874
32519322,120000000,,35000000,Dec 27 2002,R,149,Dramatization,,8.5,134516
82226474,158926474,23182695,80000000,Feb 10 2006,PG,,Historical Fiction,22,5.1,28456
305411224,655011224,,125000000,Jul 09 2003,PG-13,143,Fantasy,,8,232719
423315812,1065659812,320830925,225000000,Jul 07 2006,PG-13,151,Fantasy,54,7.3,150446
309420425,960996492,296060575,300000000,May 25 2007,PG-13,167,Fantasy,45,7,133241
57712751,107212751,,120000000,Jun 11 2004,PG-13,119,Science Fiction,29,6.4,49383
39235088,53182088,,23000000,Feb 18 2000,R,110,Science Fiction,55,7,55217
8427204,8427204,,24000000,Dec 24 1999,R,,Contemporary Fiction,,5.1,6039
6982680,6982680,,12000000,May 12 2000,PG-13,,Contemporary Fiction,13,5.1,4411
88761720,226435277,30795712,95000000,Feb 12 2010,PG,,Fantasy,50,5.8,20451
4857374,4857374,,13000000,May 04 2007,R,,Contemporary Fiction,,6.6,175
883454,883454,,9000000,May 14 2010,PG,,Dramatization,,5.3,224
31770413,31770413,,27000000,Jul 16 1999,R,82,Contemporary Fiction,38,5.3,19382
37490007,77090007,7571152,35000000,Apr 23 2010,PG-13,106,Contemporary Fiction,20,4.4,6981
19719930,29406132,,45000000,Jan 19 2001,R,,Contemporary Fiction,77,6.9,22609
32598931,62761005,,65000000,Dec 08 2000,R,135,Contemporary Fiction,39,6.1,23099
8596914,10557291,,6000000,Dec 15 2000,R,,Dramatization,82,7.1,9669
180011740,362211740,,100000000,Jul 27 2001,PG-13,120,Science Fiction,44,5.5,72763
4028339,4028339,,3000000,Apr 30 2010,R,,,88,7.4,1023
42194060,108005745,15341764,50000000,Nov 20 2009,PG,,Science Fiction,22,6.1,9645
4411102,7094995,,100000000,Aug 16 2002,PG-13,,Science Fiction,6,3.7,9207
23047939,23047939,,5000000,Apr 08 1998,R,104,Contemporary Fiction,27,4.8,2072
107918810,193770453,14051496,15000,Sep 25 2009,R,85,Contemporary Fiction,82,6.7,53455
87341380,100941380,45217362,26000000,Aug 06 2008,R,,Contemporary Fiction,,,
3681811,31681811,,45000000,Dec 25 2002,G,,Fantasy,,3.5,3215
0,0,,15000000,Jun 29 2001,PG-13,,,,6.5,496
10330853,17033431,4018696,40000000,Sep 25 2009,R,,Science Fiction,28,6.9,29428
33664370,54664370,,33000000,Apr 16 2004,R,124,Super Hero,30,6.4,50482
43746923,133946923,,30000000,Jul 21 2000,G,99,Kids Fiction,,,
17052128,68452128,,3000000,Apr 06 2001,G,,Kids Fiction,23,3.5,2577
181320597,305420597,,170000000,Nov 10 2004,G,99,Kids Fiction,56,6.7,28550
88073507,170360435,,42000000,Jan 16 2004,PG-13,90,Contemporary Fiction,26,5.8,38276
15090399,199090399,12626319,34000000,Aug 14 2009,G,,Kids Fiction,,7.8,13821
3293258,3293258,,3500000,Jun 29 2001,PG-13,,Contemporary Fiction,27,4.5,6183
60674817,181674817,19732418,160000000,May 12 2006,PG-13,,Contemporary Fiction,33,5.6,35930
10103647,14805812,,25000000,Aug 16 2002,PG-13,,Contemporary Fiction,64,6.4,6789
48430258,109862682,,20000000,Feb 15 2002,G,72,Kids Fiction,46,,
46850558,68336997,,60000000,Oct 16 1998,PG-13,105,Fantasy,21,5.5,20196
124740460,326551094,95856827,35000000,Jun 30 2006,PG-13,,Contemporary Fiction,75,6.8,66627
8017467,37472651,1374953,50000000,Nov 13 2009,R,134,Historical Fiction,,7.5,25415
15712072,16612072,,20000000,Sep 03 2004,PG-13,,Contemporary Fiction,18,5.7,9058
39017984,39017984,,65000000,Mar 20 1998,R,143,Dramatization,80,6.7,15340
47566524,63471431,20130576,10000000,Nov 06 2009,R,109,Historical Fiction,,7.5,24504
15740721,43440721,11495577,30000000,Oct 24 2008,R,129,Contemporary Fiction,34,6.7,24596
38372662,120918508,53281347,28000000,Nov 11 2005,PG,,Historical Fiction,85,5.5,1230
104054514,181054514,,80000000,Jul 12 2002,R,117,Historical Fiction,,,
51920690,124549380,,40000000,Jul 09 2010,R,109,,63,6.9,22257
590817,590817,,8000000,Jan 24 1997,PG-13,,Dramatization,62,6.2,2580
2223293,132180323,7529604,63700000,Dec 27 2006,R,147,Historical Fiction,58,7.5,51704
28165882,29356757,,30000000,Apr 02 2004,PG,111,Contemporary Fiction,,5.6,9547
16535005,19535005,,10000000,Jun 17 2005,PG,,Contemporary Fiction,5,5.1,7278
162586036,306086036,90857430,55000000,Dec 15 2006,PG-13,116,Dramatization,66,7.8,77939
424760,565846,,7000,Oct 08 2004,PG-13,80,Science Fiction,,6.9,17454
198539855,449239855,,151500000,May 25 2001,PG-13,183,Dramatization,26,5.4,96186
47852604,81461343,33241945,20000000,Mar 16 2007,PG-13,97,Contemporary Fiction,8,,
101413188,218600000,,60000000,Dec 18 1998,PG,97,Dramatization,79,6.8,24569
19398532,32952995,5338452,45000000,Dec 16 2005,PG-13,,Historical Fiction,,,
43869350,57109687,8497205,18000000,Apr 11 2008,PG-13,85,Contemporary Fiction,8,5.1,4263
7535331,8284331,9239421,20000000,Sep 16 2005,PG-13,,Contemporary Fiction,64,6.9,18622
95308367,196308367,,48000000,Mar 29 2002,R,112,Contemporary Fiction,76,6.9,68737
163958031,317358031,83691948,40000000,Jun 19 2009,PG-13,107,Contemporary Fiction,43,5.4,397
90755643,335055643,,200000000,May 28 2010,PG-13,103,Fantasy,,,
53089891,107896006,45394364,40000000,Oct 20 2006,PG-13,131,Historical Fiction,75,8.4,207322
0,0,,1000000,Oct 24 2003,,,,,,
17650704,17650704,,80000000,Dec 25 1997,R,177,Science Fiction,10,5.5,24045
267972,267972,,4000000,Aug 04 2000,Not Rated,,,55,6,3085
21541218,37226218,,20000000,Dec 04 1998,R,100,Contemporary Fiction,35,4.5,19769
113330342,215300000,,110000000,Jun 28 2000,R,165,Historical Fiction,62,6.9,78302
97104620,210379983,35026854,102500000,Jul 01 2009,R,,Dramatization,68,7.1,71323
11411644,16425701,,25000000,Jul 03 2002,PG,,Super Hero,,5.9,3234
20264436,29771485,,7500000,Aug 11 2006,R,,Contemporary Fiction,11,5,846
17791031,24591031,,25000000,Oct 11 2002,R,,Contemporary Fiction,79,7.4,49786
8050977,8199130,10872355,35000000,Dec 05 2008,R,101,Super Hero,26,6.1,20865
31811527,44411527,16118548,38000000,Feb 06 2009,PG-13,111,Science Fiction,23,6,26623
8408835,8408835,,33000000,Apr 23 1999,R,,Contemporary Fiction,49,5.9,16160
8060487,15118795,7574035,19400000,Dec 20 2006,PG-13,125,Historical Fiction,74,7.6,26331
33508922,33508922,,40000000,Oct 20 2000,PG-13,123,Contemporary Fiction,40,6.8,36762
30307804,30307804,,35000000,Feb 22 2002,R,101,Fantasy,17,4.7,20268
12987647,12987647,,20000000,Nov 22 2002,R,,Historical Fiction,87,7.2,14285
22723,22723,,15000000,Oct 25 2002,PG-13,,,,3.5,1591
31691811,36091811,13657408,12000000,Oct 10 2008,R,,Contemporary Fiction,58,6.1,21939
56441711,122840603,29161789,15000000,Sep 30 2006,PG-13,103,Dramatization,97,7.6,34785
22772500,38172500,,40000000,May 15 1998,G,85,Kids Fiction,33,5,3053
381420,381420,,900000,Aug 25 2006,R,,Contemporary Fiction,,6.5,7689
1692693,2522787,,400000,Aug 02 2006,R,,Contemporary Fiction,,7.1,2577
6199600,16199600,,7000000,Nov 29 2002,PG,,Historical Fiction,87,7.6,13241
52333738,53293628,,35000000,Oct 24 2003,PG,109,Dramatization,35,6.9,12070
45916769,45916769,,40000000,Nov 21 1997,PG-13,135,Contemporary Fiction,84,6.9,20514
42754105,116754105,38751777,47500000,Jan 25 2008,R,,Contemporary Fiction,,7.3,82600
31054924,63200000,,64000000,Oct 08 1999,R,133,Contemporary Fiction,15,4.8,11100
76501438,103284813,,30000000,Nov 17 2000,G,79,Kids Fiction,,,
39402572,55443032,,25000000,Jun 13 2003,PG,84,Kids Fiction,40,5,1847
206445654,620495432,189134287,150000000,Jun 29 2007,G,111,Fantasy,96,8.1,131929
75305995,125305995,,40000000,Oct 29 2004,PG-13,152,Dramatization,81,,
2405420,2405420,10828222,25000000,Jan 06 2006,R,,Fantasy,4,2.7,20137
18990542,25852508,,70000000,Feb 08 2002,PG-13,,Science Fiction,3,2.8,13827
105269730,310885538,,210000000,May 14 2010,PG-13,140,Historical Fiction,43,6.9,34501
128200012,260700012,,80000000,Mar 11 2005,PG,89,Kids Fiction,64,6.4,27361
20097,20097,,5250000,Oct 27 2000,R,,,,7.6,2393
152257509,308007919,,70000000,Jul 30 1999,PG,116,Contemporary Fiction,45,5.2,28497
49772522,93772522,,30000000,Jan 14 2005,PG,110,Kids Fiction,35,5.2,5086
70269899,155720088,34669384,24000000,Dec 20 2006,PG,102,Contemporary Fiction,76,7.4,63717
50802661,65700000,,95000000,Mar 31 2000,PG,90,Kids Fiction,49,6.4,8876
2276368,3216111,,2600000,Jul 09 2004,PG-13,,Factual,93,7.7,2193
92955420,206455420,,78000000,Oct 04 2002,R,125,Contemporary Fiction,68,7.3,66386
34192652,106107610,12359754,33000000,Dec 10 2008,R,123,Contemporary Fiction,61,7.7,46984
25126214,62226214,19812272,40000000,Apr 05 2007,R,100,Fantasy,8,5.6,19881
16809014,17492014,,45000000,Jul 01 2005,PG,,Contemporary Fiction,14,4.7,4485
36696761,44451470,,10000000,Feb 16 2001,G,83,Kids Fiction,62,6.2,2176
65388,65388,,5000000,Nov 16 2007,R,90,Dramatization,44,6.1,5759
57891803,95891803,,26000000,Aug 19 2005,PG-13,85,Contemporary Fiction,,6.5,42489
19661987,20081987,16021076,20000000,Mar 23 2007,R,128,Historical Fiction,63,7.7,39234
33956608,33956608,,60000000,Jan 10 1997,R,110,Science Fiction,32,5.4,10249
13011160,13136074,7486708,2500000,Oct 01 2008,R,101,Factual,69,7.8,23094
19068240,55343435,9952465,16000000,Mar 12 2010,PG-13,,Contemporary Fiction,28,7,16319
223878,223878,,6700000,Sep 03 2004,Not Rated,,,,7,16319
29077547,31670620,31412380,40000000,Nov 23 2005,PG-13,,Historical Fiction,47,6.9,22605
44737059,50054511,,50000000,Aug 11 2000,PG-13,118,Contemporary Fiction,39,6.2,21542
19035741,19035741,,30000000,Feb 06 1998,R,86,Contemporary Fiction,39,5.9,13905
50740078,128940078,,50000000,Sep 10 2004,R,94,Science Fiction,,5.8,52753
50648679,146162920,34217549,45000000,Sep 21 2007,R,95,Science Fiction,22,6.2,49502
46368993,149568993,,57500000,Sep 10 2010,R,,Science Fiction,,,
40119709,103787401,,35000000,Mar 15 2002,R,100,Science Fiction,34,6.4,68342
32662299,32662299,,24000000,Apr 07 2000,PG,116,Contemporary Fiction,61,6.6,9565
22911480,76989671,7642600,35000000,Dec 26 2008,R,,Historical Fiction,68,7.6,45887
11175164,28505302,5162454,20000000,Feb 22 2008,PG-13,,Contemporary Fiction,65,6.6,42470
43061982,82150183,,60000000,Feb 19 2002,PG-13,102,Fantasy,40,5.9,38414
23360779,23360779,,36000000,Feb 25 2000,R,104,Contemporary Fiction,,5.5,16822
12796277,13326280,6635346,12000000,Oct 03 2008,R,111,Contemporary Fiction,86,6.9,20451
100494685,140894685,,28000000,Nov 20 1998,G,79,Kids Fiction,57,5.4,4857
29781453,29781453,,47000000,Oct 19 2001,PG-13,131,Dramatization,48,6.2,11895
630779,630779,,35000000,Nov 24 1999,R,,Historical Fiction,63,6.4,1873
75941727,161941727,,50000000,Mar 18 2005,PG-13,111,Contemporary Fiction,20,5.1,28408
3278611,4462763,,700000,Jun 24 2005,PG-13,,Factual,,6.8,2052
26000610,35129610,,76000000,Jun 30 2000,PG,91,Kids Fiction,42,4.1,10320
549666,703020,,1000000,Feb 14 2003,R,,,71,7.1,5632
5853194,5853194,,3000000,Oct 18 2002,PG-13,,Contemporary Fiction,83,7,4396
1785505,10573083,,2000000,May 02 2008,PG-13,,Historical Fiction,,,
551002,3231251,,11000000,Sep 07 2007,R,,Contemporary Fiction,,6.2,5362
20342161,20342161,16323972,10000000,Feb 23 2007,R,81,Contemporary Fiction,35,5.8,15684
22921898,22921898,,12000000,Sep 11 1998,R,120,Contemporary Fiction,64,7.3,45439
9736045,20437142,6007008,27500000,Oct 19 2007,R,121,Contemporary Fiction,46,6.9,23223
6409528,8767338,7970409,15000000,Aug 20 2008,PG-13,102,Contemporary Fiction,40,6.3,11859
16991902,19317765,,38000000,Sep 07 2001,R,,Contemporary Fiction,52,5.8,15806
75600072,80693537,,22000000,Mar 29 2002,G,128,Contemporary Fiction,82,5.5,8453
17380866,17500866,,10000000,Sep 23 2005,PG-13,,Contemporary Fiction,64,5,3167
55973336,91036760,,25000000,Mar 22 2000,R,114,Contemporary Fiction,33,5.9,25309
41610884,41610884,,55000000,Sep 25 1998,R,121,Contemporary Fiction,68,7.2,57484
712294,712294,,1500000,Mar 25 2005,R,,,,6.8,5223
17480890,33463969,,80000000,Nov 10 2000,PG-13,,Science Fiction,12,5.3,20989
3635482,7390108,,4500000,Oct 06 2000,Open,,Contemporary Fiction,78,8.5,185226
56607223,86607223,,48000000,Aug 17 2001,PG-13,112,Contemporary Fiction,43,6.4,40087
5490423,7037886,24745520,10000000,Jul 04 2007,PG-13,125,Historical Fiction,,7.5,37764
3816594,3816594,,4000000,Apr 25 2003,R,,Factual,35,2.3,3211
0,0,,15000000,Jan 28 2011,,,,,6.7,300
115654751,136706683,,30000000,Sep 29 2000,PG,113,Contemporary Fiction,72,7.5,49844
40081410,76781410,16209689,60000000,Sep 12 2008,R,100,Contemporary Fiction,20,6,34641
68525609,119739110,,16000000,May 19 2000,R,94,Contemporary Fiction,59,6.4,44702
17432844,22177122,10610865,25000000,Apr 04 2008,R,,Contemporary Fiction,47,6,23752
61322858,71719931,,60000000,Apr 07 2000,R,127,Contemporary Fiction,37,6.2,18462
47641743,80831893,,85000000,Sep 26 2003,PG-13,104,Contemporary Fiction,,6.6,30855
6855137,8345277,,17000000,Feb 24 2006,R,,Contemporary Fiction,40,7.5,39447
6775659,7213629,1877732,12000000,Oct 20 2006,R,116,Dramatization,30,6,12926
226164286,347425832,,90000000,Aug 03 2001,PG-13,90,Contemporary Fiction,51,6.4,52049
140125968,253025968,40854922,180000000,Aug 10 2007,PG-13,91,Contemporary Fiction,19,6,39312
141186864,245300000,,35000000,Sep 18 1998,PG-13,98,Contemporary Fiction,60,6.8,55248
17105219,19080435,,10000000,Dec 11 1998,R,89,Contemporary Fiction,87,7.8,53192
71724497,87524497,32041099,55000000,Apr 28 2006,PG,,Contemporary Fiction,,,
2062406,2062406,,12000000,Mar 19 1999,R,,Historical Fiction,39,6.9,15804
10411980,14811980,,15000000,Oct 08 2004,PG,,Contemporary Fiction,16,5.2,8634
23519128,33919128,,17500000,Dec 22 2004,PG-13,,Dramatization,90,8.3,92106
68671925,121671925,,145000000,Apr 08 2005,PG-13,123,Contemporary Fiction,39,5.9,30739
61363304,169400000,,90000000,Apr 04 1997,PG-13,116,Contemporary Fiction,30,5.9,27413
139084,139084,,1500000,May 11 2007,PG-13,,Contemporary Fiction,12,3.5,308
40270895,40270895,,22000000,Dec 28 2001,PG-13,132,Contemporary Fiction,34,7.4,36448
676698,676698,,18000000,Apr 26 2002,R,,Contemporary Fiction,63,7.1,16415
95347692,288347692,,95000000,May 27 2010,R,,Contemporary Fiction,15,3.9,13796
8886160,10102511,,5000000,May 28 2004,PG-13,,Contemporary Fiction,,7,22784
19351569,19351569,,22000000,Feb 09 2001,R,,Contemporary Fiction,,5.6,18748
55185045,103096345,,1200000,Oct 29 2004,R,100,Contemporary Fiction,48,7.7,112785
87025093,152925093,44699720,5000000,Oct 28 2005,R,91,Contemporary Fiction,36,6.8,76530
80238724,163876815,47153811,10000000,Oct 27 2006,R,107,Contemporary Fiction,25,6.3,60784
63300095,134528909,31998452,10000000,Oct 26 2007,R,,Contemporary Fiction,17,6,44730
56746769,113146769,26535833,10800000,Oct 24 2008,R,,Contemporary Fiction,13,5.7,31219
27693292,61259697,8308717,11000000,Oct 23 2009,R,91,Contemporary Fiction,42,6.2,18091
5516708,5516708,,25000000,Mar 23 2001,R,,Contemporary Fiction,9,4.6,7736
5361,5361,,2000000,Jun 23 2006,R,,Contemporary Fiction,,5.7,431
39177684,69425966,,50000000,Jun 10 2005,PG,,Kids Fiction,20,3.6,5619
120277854,148336445,,86000000,Jul 25 2003,PG-13,141,Historical Fiction,77,7.4,31033
5501616,7405084,,20000000,Jul 07 2006,R,,Science Fiction,68,7.2,41928
71277420,141189101,,45000000,Jul 04 2001,R,82,Contemporary Fiction,14,4.7,43941
110000082,155200000,,45000000,Oct 24 2003,PG-13,84,Contemporary Fiction,37,5.4,42829
90710620,178710620,22401247,40000000,Apr 14 2006,PG-13,,Contemporary Fiction,37,5,39542
84185387,181185387,,25000000,Mar 26 2004,PG,93,Kids Fiction,,4.8,10749
153294164,276294164,,84000000,Jun 14 2002,PG,86,Kids Fiction,28,4.7,26018
65005217,105823486,,30000000,Dec 13 2002,R,125,Contemporary Fiction,85,7.3,53760
81261177,131161177,,20000000,Oct 03 2003,PG-13,108,Contemporary Fiction,,7.2,63188
17807569,17807569,13739501,20000000,Sep 29 2006,PG-13,101,Contemporary Fiction,26,6,15536
10525717,39125717,,4000000,Jul 28 2006,PG-13,,Contemporary Fiction,39,6.8,30336
71069884,113542091,,68000000,Jul 13 2001,R,124,Contemporary Fiction,74,6.8,42616
103046663,173046663,,15000000,Dec 20 1996,R,110,Contemporary Fiction,81,2.9,217
101363301,101363301,,24000000,Dec 12 1997,R,120,Contemporary Fiction,80,5.9,48196
89138076,161838076,,40000000,Feb 04 2000,R,118,Contemporary Fiction,38,5.3,38230
90580000,164529000,,60000000,Apr 19 2002,PG-13,91,Fantasy,40,5.3,30359
101740,101740,943385,4200000,May 28 2010,R,,,,,
38634938,135556675,25129402,70000000,Aug 10 2007,PG-13,128,Fantasy,76,7.9,87883
2086345,39686345,,13300000,Dec 17 2004,PG-13,,Dramatization,,7.2,466
35450113,35450113,,20000000,Mar 21 1997,PG,127,Dramatization,63,6.3,7996
36280697,77280697,17497571,60000000,Apr 21 2006,PG-13,,Contemporary Fiction,33,6.1,23567
901857,901857,,10100000,Aug 24 2007,R,110,Historical Fiction,13,5.5,1823
40066497,48066497,,8000000,Jan 30 2004,PG-13,95,Contemporary Fiction,16,2.6,17830
16930185,20146150,,29000000,Aug 23 2002,PG-13,,Contemporary Fiction,5,5,7973
378176,1619602,,1500000,Aug 10 2001,R,,,60,6.8,14685
37945884,131445884,,70000000,Oct 10 1997,PG-13,139,Dramatization,59,6.7,29020
152647258,416047258,85061666,57500000,May 30 2008,R,,Contemporary Fiction,49,5.4,46837
69772969,147080413,,80000000,Jun 08 2001,R,99,Contemporary Fiction,25,6.3,57952
124685242,266685242,,80000000,Dec 12 2003,PG-13,128,Contemporary Fiction,70,6.8,36303
178095,178095,,250000,Sep 17 1999,R,,,67,5.6,566
22183,22183,,6800000,Apr 09 2004,R,,,,6.3,950
8279017,8279017,,8000000,Dec 29 2000,R,,Historical Fiction,81,6.8,18221
70327868,107190108,,53012938,Jun 16 2000,R,99,Contemporary Fiction,68,5.9,32881
61123569,87123569,28587103,60000000,Mar 10 2006,PG,,Fantasy,27,4.1,6116
157019771,277200000,,19000000,Jul 07 2000,R,88,Contemporary Fiction,53,6,68541
13542874,29629128,,5000000,Sep 24 2004,R,,Fantasy,91,8,134693
1985292,1985292,,2000000,Oct 04 2006,Not Rated,,Contemporary Fiction,66,6.7,14276
63465522,63465522,,10000000,Jan 29 1999,PG-13,91,Contemporary Fiction,38,5.4,28498
33889159,56889159,33340509,25000000,Mar 17 2006,PG-13,,Contemporary Fiction,44,6.4,26513
199176,622806,,2000000,Sep 08 2006,R,,Contemporary Fiction,74,6.7,6372
70836296,70836296,,40000000,Nov 09 2001,PG-13,113,Contemporary Fiction,50,6,35878
46982632,99982632,22104517,50000000,Apr 21 2006,R,,Contemporary Fiction,29,6.5,65485
128012934,294512934,22083616,80000000,Feb 19 2010,R,,Historical Fiction,67,8,105706
100317794,279500000,,26000000,Dec 11 1998,R,122,Historical Fiction,93,7.4,77911
1134358,1134358,,2000000,Sep 07 2007,PG,100,Factual,94,8,2974
209028679,518249844,42276167,80000000,Dec 25 2009,PG-13,,Historical Fiction,69,7.5,91555
31628317,49219151,7889235,20000000,Mar 12 2010,,,Contemporary Fiction,57,6.7,17449
47003582,95203582,57333255,60000000,Mar 23 2007,R,125,Contemporary Fiction,48,7.2,149
267655011,484399218,,50000000,May 18 2001,PG,90,Kids Fiction,89,8,163855
441226247,919838758,,70000000,May 19 2004,PG,92,Kids Fiction,89,7.5,95658
322719944,798958162,176400340,160000000,May 18 2007,PG,92,Kids Fiction,41,6.1,59778
238395990,729395990,,165000000,May 21 2010,PG,93,Kids Fiction,,6.7,12193
160861908,367275019,,75000000,Oct 01 2004,PG,90,Kids Fiction,35,5.9,40019
2207975,2932719,,6000000,Oct 31 2003,PG-13,,Dramatization,91,7.4,14575
13973532,13973532,,25000000,Sep 13 2002,PG-13,,Contemporary Fiction,8,4.7,6899
37948765,78948765,,85000000,Mar 15 2002,PG-13,95,Contemporary Fiction,24,5.3,22128
24538513,33538513,17438209,9000000,Jun 22 2007,PG-13,,Factual,93,8.2,40886
40934175,116625798,,70000000,Nov 06 1998,R,116,Contemporary Fiction,44,,
227965690,408265690,,70702619,Aug 02 2002,PG-13,106,Science Fiction,74,6.9,111561
18253415,18253415,,20000000,Sep 11 1998,PG,110,Contemporary Fiction,44,6.7,11371
8165213,8165213,,28000000,Jul 11 1997,PG,,Fantasy,27,4.9,1545
183135014,527071022,96359085,72500000,Jul 27 2007,PG-13,86,Contemporary Fiction,89,7.6,117656
26483452,80767884,,60000000,Jul 02 2003,PG,86,Kids Fiction,,6.6,7895
74103820,158753820,,40000000,Apr 01 2005,R,126,Fantasy,77,8.3,255814
336456,524747,,8000000,Oct 24 2003,R,,Contemporary Fiction,38,5.6,4441
293506292,672806292,,40000000,Aug 06 1999,PG-13,107,Contemporary Fiction,85,8.2,238745
11529368,29529368,,65000,May 07 2004,PG-13,,Factual,,7.6,33805
47907715,92907715,,40000000,Aug 12 2005,PG-13,,Contemporary Fiction,38,6.5,29810
35007180,35007180,,15000000,Mar 31 2000,PG-13,107,Contemporary Fiction,8,5.3,14903
63939454,81627454,,60000000,Jul 29 2005,PG,102,Super Hero,73,6.6,20923
4814244,4814244,,11000000,Feb 01 2002,R,,Contemporary Fiction,11,4.9,7934
12372410,12372410,,24000000,Apr 07 2000,PG-13,,Contemporary Fiction,25,,
14623082,14623082,,75000000,Oct 23 1998,R,,Science Fiction,,,
101068340,207068340,,70000000,Nov 19 1999,R,105,Historical Fiction,68,7.5,107511
22495466,55495466,26858545,27000000,Apr 07 2006,R,,Contemporary Fiction,51,7.8,91145
37766350,39612166,17077991,11000000,Oct 17 2008,PG-13,110,Historical Fiction,57,7,7077
165092266,350100280,,87000000,Feb 09 2001,R,131,Contemporary Fiction,39,6.4,74862
275380,364607,,17000000,Nov 14 2007,R,,Contemporary Fiction,,5.6,20172
1237615,1237615,893953,15500000,Apr 13 2007,R,93,Contemporary Fiction,12,5.9,2318
9408183,9408183,,10000000,Jul 09 2004,PG,,Contemporary Fiction,15,4.6,4774
49981,1696765,,24000000,Jun 10 2005,PG,,,4,5,1913
7802450,12834936,7475776,15250000,Mar 31 2006,R,,Science Fiction,85,6.6,26101
141319928,365257315,31952272,14000000,Nov 12 2008,R,116,Contemporary Fiction,94,8.3,176325
5502773,5502773,,5000000,Aug 14 1998,R,,Dramatization,79,6.4,5821
55143823,71743823,,40000000,Jul 10 1998,PG-13,110,Kids Fiction,46,5.9,20571
186336279,478336279,,110000000,Jun 10 2005,PG-13,112,Contemporary Fiction,,4.7,189
35662731,56047261,35817034,17000000,Jan 26 2007,R,108,Contemporary Fiction,28,6.6,57313
27338033,38684906,,23000000,Mar 30 2001,PG-13,97,Contemporary Fiction,41,5.8,10073
8355815,8374062,,50000000,Mar 29 2002,R,,Contemporary Fiction,42,6.2,22379
4398989,4398989,,6000000,Feb 05 1999,PG-13,,Contemporary Fiction,14,4.8,6927
19693891,19693891,,17000000,Aug 24 2001,PG-13,,Contemporary Fiction,7,4.6,6848
176484651,360099999,,22000000,Jul 15 1998,R,119,Contemporary Fiction,83,7.2,96443
55591409,103891409,,73000000,Aug 07 1998,R,99,Contemporary Fiction,41,5.8,29321
34020814,62020814,23704179,33000000,Aug 18 2006,R,105,Contemporary Fiction,68,6,65841
118627117,201627117,,100000000,Dec 17 2004,PG,108,Kids Fiction,71,6.9,51614
13005485,16157923,,16500000,Dec 19 2003,R,,Contemporary Fiction,75,7.8,29777
1900451,6300451,,80000000,Sep 02 2005,PG-13,,Science Fiction,6,4.1,9915
15032800,15387513,45391536,8000000,May 19 2006,R,,Contemporary Fiction,9,5,10035
11405825,24405825,,35000000,Dec 25 2001,R,,Contemporary Fiction,55,6.7,17338
60470220,60470220,,50000000,Feb 07 2003,PG-13,114,Historical Fiction,66,6.2,24893
56932305,71189835,,55000000,May 26 2000,PG-13,110,Historical Fiction,78,6.6,32446
81150692,115010692,,32000000,Jan 18 2002,PG,99,Kids Fiction,23,4.9,7561
14378353,14378353,,36000000,Dec 24 1999,PG-13,,Contemporary Fiction,40,6.7,8444
3688560,32030610,6342481,40000000,Jul 20 2007,R,108,Science Fiction,74,7.3,74535
30093107,83593107,,10000000,Dec 08 2000,R,103,Contemporary Fiction,,8.2,173919
60008303,62452927,,13000000,Feb 11 2000,PG,89,Contemporary Fiction,26,4.4,4611
10198766,12516222,,12000000,Mar 22 2002,R,,Contemporary Fiction,13,5.1,7392
14970038,14970038,,47000000,Nov 27 2002,PG-13,,Science Fiction,65,6.2,33151
4354546,4354546,,12500000,May 21 2010,R,,,,6.7,1936
31720158,38286958,10310814,60000000,Apr 24 2009,PG-13,117,Dramatization,,6.7,14257
3050934,3050934,,1800000,Jun 15 2001,PG-13,,Historical Fiction,,6.9,1997
17639,17639,,4000000,Dec 27 2002,R,,,23,5.7,1941
228830,228830,,5000000,Apr 25 2008,R,,Factual,80,7.5,1640
62492818,200092818,,160000000,Jul 14 2010,PG,110,Fantasy,42,6.4,9108
43492389,43492389,,7500000,Sep 26 1997,R,114,Contemporary Fiction,80,6.4,2636
13922211,14553807,,16000000,May 28 2004,R,,Contemporary Fiction,19,3.7,9143
52037603,52037603,,21000000,Jun 30 1999,R,80,Contemporary Fiction,80,,
90463534,250200000,,80000000,Nov 15 1996,PG,87,Kids Fiction,36,5.6,29293
42044321,54344321,,75000000,Dec 17 2004,PG-13,103,Contemporary Fiction,52,6.7,30660
54979992,87949859,,40000000,Jul 31 1997,PG-13,97,Contemporary Fiction,20,4.8,21366
