Effect Amount of damage,Flight Date,Phase of flight,Wildlife Size,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
None,2001.9.2,Approach,Small,Day,0,0,0,
None,2001.9.2,Approach,Small,Day,0,0,0,
None,2001.9.2,Landing Roll,Small,Day,0,0,0,
None,2001.9.3,Climb,Large,Day,0,0,0,
None,2001.9.3,Take-off run,Medium,Day,0,0,0,
None,2001.9.3,Approach,Medium,Night,0,0,0,
None,2001.9.3,Climb,Small,Day,0,0,0,130
None,2001.9.3,Approach,Small,Night,0,0,0,130
None,2001.9.3,Approach,Small,Night,0,0,0,160
None,2001.9.3,Approach,Small,Night,0,0,0,100
None,2001.9.3,Climb,Small,Night,0,0,0,160
None,2001.9.3,Climb,Small,Night,0,0,0,220
None,2001.9.4,Approach,Large,Day,0,0,0,136
Substantial,2001.9.4,Climb,Medium,Day,0,0,0,145
None,2001.9.4,Climb,Medium,Day,0,0,0,140
None,2001.9.4,Take-off run,Medium,Day,0,0,0,
Substantial,2001.9.4,Landing Roll,Small,Day,0,65080,65080,70
None,2001.9.4,Landing Roll,Small,Day,0,0,0,
None,2001.9.5,Climb,Medium,Dawn,0,0,0,
None,2001.9.5,Approach,Medium,Night,0,0,0,170
None,2001.9.5,Approach,Medium,Night,0,0,0,
None,2001.9.5,Approach,Small,Night,0,0,0,170
None,2001.9.6,Approach,Large,Dusk,0,0,0,
None,2001.9.6,Approach,Medium,Day,0,0,0,
None,2001.9.6,Landing Roll,Small,Day,0,0,0,120
None,2001.9.6,Approach,Small,Night,0,0,0,140
None,2001.9.6,Landing Roll,Small,Night,0,0,0,90
None,2001.9.7,Landing Roll,Medium,Day,0,0,0,
Minor,2001.9.7,Climb,Medium,Night,0,0,0,250
None,2001.9.7,Approach,Small,Day,0,0,0,120
None,2001.9.8,Approach,Medium,Night,0,0,0,200
None,2001.9.8,Landing Roll,Small,Day,0,0,0,100
None,2001.9.8,Take-off run,Small,Day,0,0,0,155
None,2001.9.8,Approach,Small,Night,0,0,0,
None,2001.9.9,Approach,Medium,Night,0,0,0,140
None,2001.9.9,Approach,Medium,Night,0,0,0,
None,2001.9.9,Approach,Small,Dawn,0,0,0,140
None,2001.9.9,Approach,Small,Day,0,0,0,130
None,2001.9.9,Approach,Small,Day,0,0,0,220
None,2001.9.9,Approach,Small,Night,0,0,0,137
Medium,2001.9.10,Take-off run,Medium,Dawn,0,0,0,135
None,2001.9.10,Approach,Medium,Night,0,0,0,141
None,2001.9.10,Take-off run,Small,Day,0,0,0,105
None,2001.9.10,Approach,Small,Night,0,0,0,145
None,2001.9.11,Climb,Medium,Night,0,0,0,250
None,2001.9.11,Landing Roll,Small,Day,0,0,0,120
None,2001.9.11,Take-off run,Small,Day,0,0,0,120
None,2001.9.11,Approach,Small,Night,0,0,0,135
None,2001.9.13,Approach,Small,Day,0,0,0,120
None,2001.9.13,Climb,Small,Night,0,0,0,
None,2001.9.14,Approach,Small,Night,0,0,0,138
None,2001.9.14,Climb,Small,Night,0,0,0,
None,2001.9.15,Approach,Medium,Day,0,0,0,140
None,2001.9.15,Climb,Medium,Night,0,0,0,170
None,2001.9.15,Approach,Small,Day,0,0,0,140
None,2001.9.15,Approach,Small,Dusk,0,0,0,
None,2001.9.16,Approach,Large,Day,0,0,0,140
None,2001.9.16,Approach,Small,Day,0,0,0,137
None,2001.9.16,Approach,Small,Day,0,0,0,200
None,2001.9.16,Landing Roll,Small,Day,0,0,0,130
None,2001.9.16,Climb,Small,Dusk,0,0,0,160
None,2001.9.17,Approach,Small,Day,0,0,0,125
None,2001.9.17,Take-off run,Small,Day,0,0,0,
None,2001.9.17,Approach,Small,Night,0,0,0,
None,2001.9.18,Approach,Small,Night,0,0,0,180
None,2001.9.18,Landing Roll,Small,Night,0,0,0,
Medium,2001.9.19,Landing Roll,Medium,Day,0,0,0,100
None,2001.9.19,Approach,Medium,Day,0,0,0,130
None,2001.9.19,Take-off run,Medium,Day,0,0,0,
None,2001.9.19,Take-off run,Small,Dawn,0,0,0,120
None,2001.9.19,Approach,Small,Day,0,0,0,200
None,2001.9.19,Landing Roll,Small,Day,0,0,0,100
None,2001.9.19,Climb,Small,Night,0,0,0,
None,2001.9.20,Descent,Medium,Night,0,0,0,250
None,2001.9.20,Landing Roll,Small,Day,0,0,0,
None,2001.9.20,Approach,Small,Night,0,0,0,170
None,2001.9.20,Approach,Small,Night,0,0,0,
None,2001.9.21,Landing Roll,Medium,Day,0,0,0,60
Minor,2001.9.21,Approach,Medium,Dusk,0,0,0,133
None,2001.9.21,Landing Roll,Small,Day,0,0,0,
None,2001.9.21,Take-off run,Small,Dusk,0,0,0,
None,2001.9.21,Descent,Small,Night,0,0,0,
None,2001.9.22,Approach,Medium,Night,0,0,0,
None,2001.9.22,Take-off run,Medium,Night,0,0,0,
None,2001.9.22,Approach,Small,Day,0,0,0,
Minor,2001.9.22,Approach,Small,Night,0,0,0,131
None,2001.9.23,Descent,Medium,Night,0,0,0,
None,2001.9.23,Approach,Small,Night,0,0,0,
None,2001.9.24,Approach,Medium,Day,0,0,0,
None,2001.9.24,Take-off run,Medium,Day,0,0,0,
None,2001.9.24,Approach,Medium,Night,0,0,0,160
None,2001.9.24,Approach,Medium,Night,0,0,0,
None,2001.9.24,Approach,Small,Day,0,0,0,
None,2001.9.24,Landing Roll,Small,Day,0,0,0,100
Minor,2001.9.25,Approach,Large,Night,0,0,0,190
None,2001.9.25,Approach,Small,Day,0,0,0,
None,2001.9.25,Approach,Small,Day,0,0,0,
None,2001.9.25,Climb,Small,Day,0,0,0,150
None,2001.9.25,Landing Roll,Small,Day,0,0,0,
None,2001.9.25,Approach,Small,Night,0,0,0,200
None,2001.9.26,Approach,Medium,Day,0,0,0,140
None,2001.9.26,Approach,Medium,Night,0,0,0,
None,2001.9.26,Take-off run,Small,Day,0,0,0,
None,2001.9.27,Approach,Medium,Night,0,0,0,130
None,2001.9.27,Climb,Small,Dawn,0,0,0,210
Medium,2001.9.27,Landing Roll,Small,Day,0,0,0,
Substantial,2001.9.28,Approach,Medium,Day,0,0,0,
None,2001.9.28,Approach,Medium,Day,0,0,0,
None,2001.9.28,Approach,Small,Day,0,0,0,125
None,2001.9.28,Taxi,Small,Day,0,0,0,7
None,2001.9.28,Approach,Small,Night,0,0,0,160
None,2001.9.29,Approach,Medium,Night,0,0,0,180
None,2001.9.29,Approach,Medium,Night,0,0,0,210
None,2001.9.29,Approach,Medium,Night,260,0,260,210
None,2001.9.29,Approach,Medium,Night,0,0,0,220
None,2001.9.29,Approach,Small,Day,0,0,0,
None,2001.9.29,Landing Roll,Small,Day,0,0,0,110
None,2001.9.29,Landing Roll,Small,Dusk,0,0,0,
None,2001.9.29,Approach,Small,Night,0,0,0,140
None,2001.9.30,Climb,Medium,Night,0,0,0,150
None,2001.9.30,Approach,Small,Day,0,0,0,140
None,2001.9.30,Landing Roll,Small,Day,0,0,0,100
None,2001.10.1,Descent,Large,Night,0,0,0,210
None,2001.10.1,Take-off run,Medium,Day,0,0,0,85
None,2001.10.1,Approach,Small,Night,0,0,0,150
None,2001.10.1,Approach,Small,Night,0,0,0,135
None,2001.10.1,Climb,Small,Night,0,0,0,250
None,2001.10.2,Approach,Large,Day,0,0,0,150
None,2001.10.2,Taxi,Large,Night,0,0,0,
None,2001.10.2,Approach,Medium,Night,0,0,0,
None,2001.10.2,Approach,Medium,Night,0,0,0,125
None,2001.10.2,Approach,Small,Day,0,0,0,125
None,2001.10.2,Approach,Small,Dusk,0,0,0,170
None,2001.10.2,Approach,Small,Night,0,0,0,
None,2001.10.3,Take-off run,Medium,Day,0,0,0,
None,2001.10.3,Taxi,Medium,Day,0,0,0,
None,2001.10.3,Approach,Small,Night,0,0,0,150
None,2001.10.3,Climb,Small,Night,0,0,0,190
None,2001.10.3,Landing Roll,Small,Night,0,0,0,140
None,2001.10.3,Landing Roll,Small,Night,0,0,0,
None,2001.10.3,Landing Roll,Small,Night,0,0,0,
None,2001.10.4,Approach,Medium,Night,0,0,0,
None,2001.10.4,Approach,Small,Day,0,0,0,130
None,2001.10.4,Approach,Small,Night,0,0,0,140
None,2001.10.4,Approach,Small,Night,0,0,0,
None,2001.10.5,Climb,Large,Night,0,0,0,250
None,2001.10.5,Climb,Medium,Day,0,0,0,140
None,2001.10.5,Approach,Small,Dawn,0,0,0,165
None,2001.10.5,Approach,Small,Dawn,0,0,0,165
None,2001.10.5,Approach,Small,Day,0,0,0,150
None,2001.10.5,Climb,Small,Day,0,0,0,150
None,2001.10.5,Approach,Small,Night,0,0,0,185
None,2001.10.6,Descent,Large,Night,0,0,0,210
Minor,2001.10.6,Descent,Medium,Night,0,0,0,240
None,2001.10.6,Take-off run,Small,Dusk,0,0,0,
None,2001.10.6,Approach,Small,Night,0,0,0,210
None,2001.10.6,Approach,Small,Night,0,0,0,
None,2001.10.6,Approach,Small,Night,0,0,0,180
None,2001.10.7,Approach,Medium,Night,0,0,0,160
None,2001.10.7,Approach,Medium,Night,0,0,0,250
None,2001.10.7,Climb,Medium,Night,0,0,0,210
None,2001.10.8,Climb,Large,Day,0,0,0,170
None,2001.10.8,Approach,Small,Day,0,0,0,135
None,2001.10.8,Approach,Small,Night,0,0,0,145
None,2001.10.8,Approach,Small,Night,0,0,0,170
None,2001.10.9,Approach,Medium,Night,0,0,0,40
None,2001.10.10,Approach,Medium,Night,0,0,0,
None,2001.10.10,Take-off run,Small,Day,0,0,0,
None,2001.10.10,Approach,Small,Night,0,0,0,130
None,2001.10.11,Approach,Small,Day,0,0,0,140
None,2001.10.11,Approach,Small,Night,0,0,0,130
None,2001.10.11,Approach,Small,Night,0,0,0,140
None,2001.10.12,Approach,Small,Day,0,0,0,150
None,2001.10.12,Landing Roll,Small,Day,0,0,0,
None,2001.10.13,Approach,Small,Day,0,0,0,140
None,2001.10.13,Climb,Small,Day,0,0,0,
None,2001.10.13,Landing Roll,Small,Day,0,0,0,
None,2001.10.13,Landing Roll,Small,Day,0,0,0,
None,2001.10.13,Climb,Small,Dusk,0,0,0,160
None,2001.10.14,Landing Roll,Small,Day,0,0,0,80
None,2001.10.14,Landing Roll,Small,Night,0,0,0,80
Minor,2001.10.15,Approach,Medium,Night,0,0,0,140
None,2001.10.15,Landing Roll,Small,Dawn,0,0,0,
None,2001.10.15,Approach,Small,Day,0,0,0,200
None,2001.10.15,Climb,Small,Day,0,0,0,
None,2001.10.15,Descent,Small,Day,0,0,0,210
None,2001.10.15,Approach,Small,Night,0,0,0,126
None,2001.10.16,Climb,Small,Dawn,0,0,0,170
None,2001.10.16,Approach,Small,Night,0,0,0,
None,2001.10.16,Climb,Small,Night,0,0,0,
None,2001.10.17,Approach,Large,Night,0,0,0,110
None,2001.10.17,Approach,Medium,Night,0,0,0,142
None,2001.10.17,Approach,Small,Day,0,0,0,115
None,2001.10.18,Approach,Medium,Day,0,0,0,100
None,2001.10.18,Landing Roll,Medium,Day,0,0,0,
None,2001.10.18,Approach,Medium,Night,0,0,0,250
None,2001.10.18,Approach,Medium,Night,0,0,0,250
None,2001.10.18,Approach,Medium,Night,0,0,0,
None,2001.10.18,Take-off run,Small,Dawn,0,0,0,90
None,2001.10.19,Approach,Medium,Night,0,0,0,
None,2001.10.19,Approach,Small,Night,0,0,0,130
None,2001.10.19,Landing Roll,Small,Night,0,0,0,100
None,2001.10.20,Approach,Medium,Night,0,0,0,
None,2001.10.20,Approach,Medium,Night,0,0,0,190
None,2001.10.20,Take-off run,Small,Night,0,0,0,
None,2001.10.21,Approach,Small,Day,0,0,0,140
None,2001.10.21,Take-off run,Small,Day,0,0,0,130
None,2001.10.22,Approach,Medium,Day,0,0,0,160
None,2001.10.22,Approach,Small,Day,0,0,0,145
None,2001.10.22,Climb,Small,Day,0,0,0,140
None,2001.10.22,Approach,Small,Night,0,0,0,240
Minor,2001.10.23,Climb,Large,Day,0,0,0,210
None,2001.10.23,Approach,Medium,Day,0,0,0,
None,2001.10.23,Approach,Medium,Night,0,0,0,190
None,2001.10.24,Approach,Medium,Night,0,0,0,163
None,2001.10.24,Approach,Medium,Night,0,0,0,
None,2001.10.24,Approach,Small,Day,0,0,0,130
None,2001.10.24,Climb,Small,Day,0,0,0,120
None,2001.10.24,Landing Roll,Small,Day,0,0,0,
None,2001.10.24,Landing Roll,Small,Day,0,0,0,
None,2001.10.24,Approach,Small,Night,0,0,0,250
None,2001.10.24,Approach,Small,Night,0,0,0,115
Minor,2001.10.25,Climb,Medium,Day,0,0,0,250
None,2001.10.25,Approach,Medium,Night,0,0,0,
None,2001.10.25,Take-off run,Medium,Night,0,0,0,
None,2001.10.25,Take-off run,Small,Day,0,0,0,140
None,2001.10.25,Landing Roll,Small,Dusk,0,0,0,90
Minor,2001.10.25,Descent,Small,Night,0,0,0,240
None,2001.10.25,Approach,Small,Night,0,0,0,145
Minor,2001.10.26,Approach,Medium,Night,47769,1022,48791,
None,2001.10.26,Approach,Medium,Night,0,0,0,140
None,2001.10.26,Approach,Medium,Night,0,0,0,210
Minor,2001.10.26,Landing Roll,Small,Day,0,0,0,120
None,2001.10.26,Approach,Small,Day,0,0,0,140
Minor,2001.10.27,Approach,Large,Night,0,6508,6508,
None,2001.10.27,Landing Roll,Medium,Night,0,0,0,120
None,2001.10.27,Climb,Small,Day,0,0,0,145
None,2001.10.27,Approach,Small,Night,0,0,0,140
None,2001.10.27,Climb,Small,Night,0,0,0,190
Minor,2001.10.28,Take-off run,Large,Dusk,0,0,0,
None,2001.10.28,Approach,Medium,Day,0,0,0,
None,2001.10.28,Approach,Medium,Night,0,0,0,
None,2001.10.28,Approach,Small,Night,0,0,0,130
None,2001.10.28,Descent,Small,Night,0,0,0,
None,2001.10.29,Approach,Medium,Dusk,0,0,0,150
Minor,2001.10.29,Approach,Medium,Night,0,0,0,120
None,2001.10.29,Landing Roll,Medium,Night,0,0,0,30
Minor,2001.10.30,Approach,Large,Night,0,0,0,150
None,2001.10.30,Descent,Large,Night,0,0,0,250
None,2001.10.30,Approach,Medium,Night,0,0,0,150
None,2001.10.30,Approach,Medium,Night,0,0,0,
None,2001.10.31,Approach,Medium,Night,0,0,0,
None,2001.11.1,Descent,Medium,Night,0,0,0,230
None,2001.11.1,Climb,Small,Day,0,0,0,180
Minor,2001.11.2,Climb,Medium,Day,0,0,0,
Minor,2001.11.2,Descent,Medium,Night,0,42302,42302,250
None,2001.11.2,Approach,Medium,Night,0,0,0,
None,2001.11.3,Climb,Small,Dawn,0,0,0,250
None,2001.11.3,Approach,Small,Night,0,0,0,210
None,2001.11.3,Descent,Small,Night,0,0,0,230
Minor,2001.11.4,Climb,Medium,Night,0,130,130,200
None,2001.11.4,Approach,Small,Day,0,0,0,
None,2001.11.4,Climb,Small,Day,0,0,0,165
None,2001.11.4,Descent,Small,Night,0,0,0,250
None,2001.11.5,Approach,Medium,Night,0,0,0,
None,2001.11.5,Approach,Medium,Night,0,0,0,
None,2001.11.5,Approach,Medium,Night,0,0,0,230
None,2001.11.5,Climb,Small,Dawn,0,0,0,150
None,2001.11.5,Approach,Small,Night,0,0,0,210
None,2001.11.5,Approach,Small,Night,0,0,0,200
None,2001.11.6,Climb,Small,Night,0,0,0,180
None,2001.11.7,Approach,Medium,Night,0,0,0,150
None,2001.11.7,Climb,Small,Dawn,130,0,130,150
None,2001.11.7,Landing Roll,Small,Day,0,0,0,130
None,2001.11.7,Landing Roll,Small,Dusk,0,0,0,100
None,2001.11.8,Approach,Large,Day,0,0,0,130
None,2001.11.8,Approach,Large,Night,0,0,0,145
None,2001.11.8,Climb,Small,Day,0,0,0,178
Minor,2001.11.9,Approach,Large,Day,0,0,0,220
None,2001.11.9,Landing Roll,Large,Day,0,0,0,
None,2001.11.9,Approach,Large,Night,0,0,0,165
None,2001.11.9,Landing Roll,Large,Night,0,0,0,
None,2001.11.9,Landing Roll,Medium,Day,0,0,0,
None,2001.11.10,Approach,Small,Night,0,0,0,150
None,2001.11.11,Approach,Medium,Night,0,0,0,200
None,2001.11.11,Approach,Medium,Night,0,0,0,250
None,2001.11.12,Climb,Small,Day,0,0,0,160
None,2001.11.13,Approach,Large,Night,0,0,0,160
None,2001.11.13,Climb,Medium,Dusk,0,0,0,120
None,2001.11.13,Take-off run,Small,Dusk,0,0,0,135
None,2001.11.14,Approach,Small,Day,0,0,0,120
None,2001.11.14,Take-off run,Small,Day,0,0,0,170
None,2001.11.15,Landing Roll,Small,Day,0,0,0,130
None,2001.11.15,Landing Roll,Small,Night,0,0,0,
Minor,2001.11.16,Descent,Medium,Night,0,0,0,
None,2001.11.16,Landing Roll,Small,Day,0,0,0,110
None,2001.11.17,Descent,Medium,Night,0,0,0,210
Substantial,2001.11.19,Take-off run,Medium,Day,0,0,0,150
None,2001.11.19,Approach,Medium,Day,0,0,0,
None,2001.11.19,Approach,Medium,Night,0,0,0,
None,2001.11.19,Landing Roll,Small,Day,0,0,0,115
Minor,2001.11.20,Climb,Large,Day,0,0,0,250
Medium,2001.11.20,Take-off run,Medium,Day,0,0,0,150
Medium,2001.11.21,Approach,Medium,Day,0,0,0,
None,2001.11.21,Take-off run,Small,Dusk,0,0,0,100
None,2001.11.22,Descent,Medium,Night,0,0,0,210
Minor,2001.11.25,Approach,Large,Day,1302,0,1302,120
None,2001.11.25,Landing Roll,Small,Day,0,0,0,120
None,2001.11.26,Approach,Small,Night,0,0,0,135
Medium,2001.11.28,Approach,Small,Night,0,0,0,200
None,2001.11.29,Landing Roll,Small,Day,0,0,0,
None,2001.11.30,Take-off run,Medium,Day,0,0,0,
None,2001.12.1,Approach,Small,Dawn,0,0,0,125
None,2001.12.1,Climb,Small,Day,0,0,0,
None,2001.12.1,Approach,Small,Night,0,0,0,
None,2001.12.3,Approach,Large,Night,0,0,0,130
None,2001.12.4,Climb,Medium,Day,0,0,0,155
None,2001.12.4,Approach,Medium,Night,0,0,0,170
None,2001.12.4,Take-off run,Small,Dawn,0,0,0,120
None,2001.12.4,Approach,Small,Dusk,0,0,0,140
Substantial,2001.12.5,Climb,Medium,Day,0,0,0,118
None,2001.12.5,Take-off run,Small,Day,0,0,0,
None,2001.12.5,Take-off run,Small,Day,0,0,0,
None,2001.12.6,Approach,Medium,Night,0,0,0,130
None,2001.12.6,Approach,Small,Day,0,0,0,141
None,2001.12.6,Taxi,Small,Day,0,0,0,
Medium,2001.12.8,Approach,Large,Day,0,0,0,120
None,2001.12.8,Climb,Medium,Day,0,0,0,
None,2001.12.8,Approach,Small,Day,0,0,0,
Minor,2001.12.11,Approach,Large,Night,0,0,0,140
None,2001.12.11,Climb,Medium,Dusk,0,0,0,125
None,2001.12.11,Climb,Small,Day,0,0,0,150
None,2001.12.12,Landing Roll,Medium,Day,0,0,0,
None,2001.12.12,Climb,Medium,Dusk,0,0,0,135
None,2001.12.14,Take-off run,Small,Day,0,0,0,120
None,2001.12.14,Approach,Small,Dusk,0,0,0,147
None,2001.12.15,Approach,Medium,Day,0,0,0,145
None,2001.12.16,Approach,Medium,Day,0,0,0,
None,2001.12.16,Approach,Medium,Day,0,0,0,140
None,2001.12.16,Approach,Medium,Day,0,0,0,
Minor,2001.12.17,Approach,Large,Night,0,0,0,170
None,2001.12.17,Take-off run,Small,Day,0,0,0,
None,2001.12.18,Approach,Large,Night,0,0,0,150
None,2001.12.18,Approach,Medium,Day,0,0,0,140
None,2001.12.19,Approach,Medium,Dawn,0,0,0,
None,2001.12.19,Climb,Small,Day,0,0,0,200
None,2001.12.19,Approach,Small,Dusk,0,0,0,135
None,2001.12.22,Take-off run,Small,Dusk,0,0,0,145
None,2001.12.23,Approach,Medium,Day,0,0,0,120
None,2001.12.23,Climb,Small,Dusk,0,0,0,
Substantial,2001.12.24,Approach,Medium,Night,0,0,0,150
None,2001.12.24,Take-off run,Small,Dusk,0,0,0,120
None,2001.12.28,Approach,Small,Dawn,0,0,0,140
None,2001.12.29,Landing Roll,Small,Day,0,0,0,
None,2001.12.31,Approach,Small,Day,0,0,0,135
None,2001.12.31,Approach,Small,Day,0,0,0,140
None,2002.1.1,Approach,Medium,Day,0,0,0,120
None,2002.1.2,Approach,Medium,Day,0,0,0,
None,2002.1.2,Approach,Medium,Day,0,0,0,
None,2002.1.2,Approach,Small,Dawn,0,0,0,140
None,2002.1.4,Climb,Large,Night,0,0,0,170
None,2002.1.4,Landing Roll,Small,Day,0,0,0,
None,2002.1.5,Take-off run,Small,Dawn,0,0,0,120
None,2002.1.6,Approach,Medium,Night,0,0,0,180
None,2002.1.6,Approach,Small,Dawn,0,0,0,130
None,2002.1.7,Take-off run,Small,Dusk,0,0,0,138
None,2002.1.8,Approach,Large,Day,0,0,0,210
None,2002.1.8,Landing Roll,Small,Day,0,0,0,90
None,2002.1.8,Take-off run,Small,Day,0,0,0,100
Minor,2002.1.9,Approach,Small,Dusk,0,0,0,
None,2002.1.10,Approach,Medium,Day,0,0,0,
None,2002.1.10,Approach,Medium,Day,0,0,0,
None,2002.1.10,Landing Roll,Small,Dawn,0,0,0,80
None,2002.1.11,Approach,Medium,Night,0,0,0,180
None,2002.1.11,Landing Roll,Small,Day,0,0,0,
None,2002.1.12,Approach,Medium,Night,0,0,0,140
None,2002.1.13,Approach,Medium,Day,0,0,0,170
Minor,2002.1.13,Approach,Medium,Night,0,0,0,180
None,2002.1.13,Landing Roll,Small,Dawn,0,0,0,120
None,2002.1.13,Climb,Small,Day,0,0,0,
None,2002.1.14,Landing Roll,Small,Day,0,0,0,125
None,2002.1.14,Approach,Small,Dusk,0,0,0,130
None,2002.1.15,Landing Roll,Small,Day,0,0,0,125
None,2002.1.16,Take-off run,Small,Dusk,0,0,0,
None,2002.1.17,Climb,Medium,Day,0,0,0,165
None,2002.1.18,Landing Roll,Small,Dawn,0,0,0,
Minor,2002.1.20,Approach,Large,Day,0,26623,26623,185
Medium,2002.1.20,Approach,Medium,Day,0,0,0,
None,2002.1.20,Climb,Medium,Day,0,0,0,
None,2002.1.22,Approach,Medium,Night,0,0,0,150
None,2002.1.22,Climb,Small,Day,0,0,0,
None,2002.1.23,Approach,Medium,Night,0,0,0,
None,2002.1.23,Take-off run,Small,Day,0,0,0,
None,2002.1.23,Approach,Small,Night,0,0,0,128
None,2002.1.24,Approach,Medium,Dusk,0,0,0,
None,2002.1.26,Approach,Large,Night,0,0,0,150
None,2002.1.27,Approach,Medium,Night,0,0,0,
None,2002.1.27,Approach,Small,Day,0,0,0,135
None,2002.1.28,Climb,Medium,Day,0,0,0,200
None,2002.1.29,Climb,Small,Day,0,0,0,150
None,2002.1.29,Landing Roll,Small,Day,0,0,0,
None,2002.1.29,Landing Roll,Small,Night,0,0,0,110
Minor,2002.2.1,Approach,Medium,Day,0,0,0,
None,2002.2.2,Approach,Medium,Day,0,0,0,
None,2002.2.4,Approach,Medium,Day,0,0,0,120
Minor,2002.2.5,Landing Roll,Medium,Day,0,0,0,
None,2002.2.5,Approach,Medium,Day,0,0,0,
None,2002.2.6,Landing Roll,Small,Day,0,0,0,80
None,2002.2.6,Approach,Small,Dusk,0,0,0,130
None,2002.2.7,Approach,Medium,Day,0,0,0,
None,2002.2.8,Approach,Medium,Day,0,0,0,165
None,2002.2.8,Take-off run,Medium,Day,0,0,0,
None,2002.2.9,Take-off run,Medium,Day,0,0,0,
None,2002.2.9,Climb,Small,Dawn,0,0,0,200
Minor,2002.2.9,Approach,Small,Day,0,0,0,140
None,2002.2.10,Climb,Small,Day,0,0,0,120
Minor,2002.2.12,Take-off run,Small,Dusk,0,0,0,
None,2002.2.14,Climb,Medium,Day,0,0,0,246
None,2002.2.14,Approach,Small,Day,0,0,0,135
None,2002.2.14,Approach,Small,Dusk,0,0,0,140
None,2002.2.15,Take-off run,Medium,Day,0,0,0,135
None,2002.2.15,Climb,Small,Day,0,0,0,140
None,2002.2.17,Approach,Small,Dusk,0,0,0,125
None,2002.2.18,Approach,Small,Night,0,0,0,145
None,2002.2.19,Approach,Small,Day,0,0,0,140
None,2002.2.20,Climb,Medium,Day,0,0,0,180
None,2002.2.21,Approach,Large,Day,0,0,0,140
None,2002.2.21,Approach,Small,Day,0,0,0,
None,2002.2.21,Climb,Small,Day,0,0,0,200
None,2002.2.21,Landing Roll,Small,Day,0,0,0,
None,2002.2.22,Climb,Small,Dusk,0,0,0,150
Minor,2002.2.24,Climb,Large,Dawn,0,0,0,150
None,2002.2.24,Take-off run,Small,Day,0,0,0,
None,2002.2.26,Take-off run,Small,Day,0,0,0,120
None,2002.2.28,Approach,Large,Night,0,0,0,60
None,2002.3.1,Approach,Medium,Day,0,0,0,135
None,2002.3.2,Climb,Small,Night,0,0,0,
None,2002.3.3,Descent,Large,Night,0,0,0,250
None,2002.3.3,Approach,Small,Day,0,0,0,200
None,2002.3.6,Approach,Medium,Day,0,0,0,
None,2002.3.6,Take-off run,Medium,Day,0,0,0,100
Minor,2002.3.7,Take-off run,Medium,Day,0,0,0,135
None,2002.3.7,Approach,Small,Day,0,0,0,130
Minor,2002.3.9,Approach,Large,Night,0,0,0,
None,2002.3.9,Climb,Small,Day,0,0,0,200
None,2002.3.11,Approach,Large,Night,0,0,0,200
None,2002.3.11,Take-off run,Medium,Day,0,0,0,
None,2002.3.11,Descent,Small,Night,0,0,0,210
None,2002.3.11,Descent,Small,Night,0,0,0,250
None,2002.3.12,Approach,Small,Day,0,0,0,130
None,2002.3.14,Climb,Large,Day,0,0,0,
None,2002.3.14,Climb,Medium,Night,0,0,0,200
Minor,2002.3.14,Approach,Small,Night,0,0,0,
None,2002.3.14,Approach,Small,Night,0,0,0,130
None,2002.3.15,Climb,Large,Night,0,0,0,
None,2002.3.15,Climb,Medium,Day,0,0,0,100
None,2002.3.15,Take-off run,Medium,Night,0,0,0,134
None,2002.3.16,Landing Roll,Medium,Day,0,0,0,110
Substantial,2002.3.16,Take-off run,Medium,Night,0,0,0,170
None,2002.3.16,Climb,Small,Day,0,0,0,150
None,2002.3.18,Take-off run,Medium,Day,0,0,0,130
None,2002.3.19,Landing Roll,Small,Day,0,0,0,103
None,2002.3.21,Approach,Large,Night,0,0,0,
None,2002.3.21,Take-off run,Medium,Day,0,0,0,
None,2002.3.21,Take-off run,Medium,Day,0,0,0,80
None,2002.3.21,Approach,Medium,Night,0,0,0,
None,2002.3.22,Approach,Medium,Night,0,0,0,
None,2002.3.22,Descent,Small,Night,0,0,0,250
None,2002.3.23,Climb,Medium,Night,0,0,0,250
None,2002.3.25,Approach,Medium,Day,0,0,0,
None,2002.3.25,Approach,Small,Night,0,0,0,145
None,2002.3.25,Landing Roll,Small,Night,0,0,0,
None,2002.3.26,Approach,Small,Day,0,0,0,
Substantial,2002.3.27,Climb,Medium,Night,0,76064,76064,240
C,2002.3.27,Approach,Medium,Night,0,31693,31693,180
None,2002.3.27,Approach,Medium,Night,0,0,0,
None,2002.3.27,Approach,Small,Night,0,0,0,160
Minor,2002.3.28,Approach,Large,Day,0,0,0,140
None,2002.3.28,Landing Roll,Medium,Day,0,0,0,
None,2002.3.28,Approach,Medium,Dusk,0,0,0,140
None,2002.3.28,Approach,Medium,Night,0,0,0,140
None,2002.3.28,Approach,Medium,Night,0,0,0,160
None,2002.3.28,Approach,Medium,Night,0,0,0,
None,2002.3.29,Approach,Medium,Dusk,0,0,0,120
None,2002.3.29,Climb,Medium,Night,0,0,0,200
None,2002.3.29,Approach,Small,Night,0,0,0,170
None,2002.3.29,Approach,Small,Night,0,0,0,150
None,2002.3.30,Approach,Small,Dusk,0,0,0,150
None,2002.3.30,Approach,Small,Night,0,0,0,140
None,2002.3.31,Approach,Medium,Day,0,0,0,120
None,2002.3.31,Approach,Medium,Night,0,0,0,
None,2002.3.31,Approach,Small,Dawn,0,0,0,115
None,2002.3.31,Approach,Small,Night,0,0,0,125
None,2002.3.31,Approach,Small,Night,0,0,0,150
